id	text	hook	duration_seconds	word_count	creator	hook_type	script_archetype	parasocial_levers	quality_score
488	Hi there, I'm Dr. Presley, just here to take a quick peek at you. Okay, take one deep breath in, good, flashlight. He's gay, 100%.	Hi there, I'm Dr.	14	25	unknown	roleplay	roleplay	direct_address	0.7
489	Excuse me, sir. Hang on. I need to scan you real quick. Stay still. Oh, you have a tiny wiener. It's the smallest one I've seen all day.	Excuse me, sir.	11	28	unknown	roleplay	roleplay	direct_address	0.7
490	If I say your best friend's name, they owe you $1,000. Bitch!	If I say your best friend's name, they owe you $1,000.	7	12	unknown	bold_statement	thirst_commentary	direct_address	0.5
491	Did you know that the word in Italian for non-binary is non-binario or non-binaria depending on the gender of the person?	Did you know that the word in Italian for non-binary is non-binario or non-binaria depending on the gender of the person?	11	21	unknown	question	thirst_commentary	relatability|direct_address	0.8
492	Santa came down your chimney with his huge sack? Ew. Is that what you're into? He filled your home with holiday cheer? Is that what they're calling it these days? Ate your cookie and left. Alright, Val.	Santa came down your chimney with his huge sack?	17	37	unknown	question	thirst_commentary	direct_address	0.7
493	Oh! Santa! You are real! Shhhhhh! It's beginning to look a lot like Christmas!	Oh!	14	14	unknown	bold_statement	thirst_commentary	direct_address	0.7
494	Scientists have finally discovered which position leads to the dumbest kids. And if you'd like to find out, go ask your mom.	Scientists have finally discovered which position leads to the dumbest kids.	9	22	unknown	bold_statement	thirst_commentary	direct_address	0.6
495	Things not to try during the holiday season. No, don't do it. Absolutely not. They might look like fun little pipe cleaners, but they are not. Ooh, fun size. Travel. Bad. Jingle bells, jingle bells, jingle all the way to the ER. Santa Claus might go back up chimneys, but these do not.	Things not to try during the holiday season.	18	53	unknown	bold_statement	thirst_commentary		0.7
496	Just see those sleigh bells jingling, ring-a-ling-a-ling-a-ling, ring-a-ling-a-ling-a-ling-a-ling	Just see those sleigh bells jingling, ring-a-ling-a-ling-a-ling, ring-a-ling-a-ling-a-ling-a-ling	9	8	unknown	bold_statement	thirst_commentary		0.6
497	What, you think you could take me? Hell yeah, bitch! Okay, well then come to my guard! Wait, what? I said come to my guard, daddy, please! Oh, this is weird. Daddy! Please come to my guard!	What, you think you could take me?	9	37	unknown	question	thirst_commentary	direct_address	0.6
498	This gas hole is you, and this gas pump is the year 2026. Yeah, you guessed it. You're still getting fucked in the ass this year.	This gas hole is you, and this gas pump is the year 2026.	11	26	unknown	bold_statement	thirst_commentary	direct_address	0.7
499	Oh my god. Oh my god. Well this line says that you are a little bitch. This line says that you have a really small wiener so looks like you're not getting any bitches. You have a small wiener and you're gay.	Oh my god.	17	42	unknown	bold_statement	thirst_commentary	direct_address	0.7
500	How on earth do you open the boot? Is it one of these? Are these handles? No. Is it a handle there? No. Is it underneath there? No. What you've got to do is put your finger in the A-hole.	How on earth do you open the boot?	13	40	unknown	question	thirst_commentary	direct_address	0.7
501	If you really know your man, which one will he choose?	If you really know your man, which one will he choose?	14	11	unknown	bold_statement	thirst_commentary	direct_address	0.7
502	Master, what is your name? Fook you. Excuse me? Fook you. Fook me? Fook you. Fook you? No, I'm kidding. My name is Bates. Ah, your name is Master Bates.	Master, what is your name?	16	30	unknown	question	thirst_commentary	direct_address	0.7
503	I wish I had a dad. Ho, ho, ho. As you wish. Honey, mama's going trans.	I wish I had a dad.	10	16	unknown	bold_statement	thirst_commentary	direct_address	0.7
504	Santa came down your chimney with his huge sack? Ew, is that what you're into? He filled your home with holiday cheer? Is that what they're calling it these days? And then he ate your cookie and left? Alright, pal.	Santa came down your chimney with his huge sack?	15	40	unknown	question	thirst_commentary	direct_address	0.7
505	You know what? Let's just drop it. Yeah, that's right. You walk away because you know I'm right.	You know what?	13	18	unknown	question	thirst_commentary	direct_address	0.7
506	Here's some healthy conversation starters for Thanksgiving dinner. So who's a Republican and who's a Democrat?	Here's some healthy conversation starters for Thanksgiving dinner.	11	16	unknown	bold_statement	thirst_commentary		0.7
507	Anything you say can and will be held against you in a court of law. Boobs! Shit.	Anything you say can and will be held against you in a court of law.	11	17	unknown	bold_statement	thirst_commentary	direct_address	0.7
508	Woo! What the f***? Motherf***er, you better...	Woo!	6	7	unknown	question	thirst_commentary	direct_address	0.5
509	Oh Stardom bring up the past before you've been dated asking that I look pretty asking if you would love me if I was a Snail give me a solid rate given the voucher	Oh Stardom bring up the past before you've been dated	10	34	unknown	bold_statement	thirst_commentary	direct_address	0.7
510	Hey! I haven't seen you since last year. Wait, wait, I'm sorry.	Hey!	10	12	unknown	bold_statement	thirst_commentary	direct_address	0.7
511	The next time you're mad at a woman, just remember, she's probably retarded. It's not her fault.	The next time you're mad at a woman, just remember, she's probably retarded.	6	17	unknown	bold_statement	thirst_commentary	direct_address	0.5
512	The newest Tesla feature is that the seat will take a high-resolution scan of your balls. You can then use your ball print to biometrically unlock and start the car. We call the tech Particular Testicular Detection.	The newest Tesla feature is that the seat will take	12	37	unknown	bold_statement	thirst_commentary	direct_address	0.7
513	Please see review 422346 on PissedConsumer.com	Please see review 422346 on PissedConsumer.	15	6	unknown	bold_statement	thirst_commentary		0.7
514	If you could be the first person to say any word in the new year, what would it be? And no racial slurs, guys. We're better than that. Right?	If you could be the first person to say any word in the new year, what would it be?	14	29	unknown	bold_statement	thirst_commentary	direct_address	0.7
515	Stop running through the house! Shut up! Oh! This is Grandma's house, bitch! You possess no powers here. Oh, is that right? Hey, Grandma! Can I run in the house as much as I want? Yes, my little sunflower! You can do whatever you want! Hey, Grandma! Does my mom suck? She's your best! Is she bothering you? Oh, Grandma! Mom just raised her hand at me! Oh, Grandma! Oh, Grandma! Oh, Grandma! Oh, Grandma!	Stop running through the house!	33	75	unknown	bold_statement	fantasy_desire	sexual_tension|direct_address	0.6
516	If your name has an E in it, you're just a little bitch. That's... that's you.	If your name has an E in it, you're just a little bitch.	10	16	unknown	challenge	thirst_commentary	challenge|direct_address	0.8
517	Me I guess I was a shoulder to cry on A place on a lover with a	Me I guess I was a shoulder to cry on	8	17	unknown	bold_statement	thirst_commentary		0.6
518	Top 10 Worst Places To Be Standing During The New Year's Countdown Number 1	Top 10 Worst Places To Be Standing During The New	6	14	unknown	bold_statement	thirst_commentary		0.5
519	All right, you got any last words? I'll be shocked if this works	All right, you got any last words?	14	13	unknown	question	thirst_commentary	direct_address	0.7
520	Praying for a smooth flight? Nah, bumpy.	Praying for a smooth flight?	11	7	unknown	question	thirst_commentary		0.7
521	On the left, we have lesbians. And on the right, we have the right wing. In the middle, loving bush. On the left, we have Milwaukee guys. And on the right, Tesla owners. In the middle, little willies. On the left, we have procreation. And on the right, bungee jumping. In the middle, if the rubber breaks, you're screwed.	On the left, we have lesbians.	29	59	unknown	bold_statement	thirst_commentary	direct_address	0.5
522	You know, ma'am, you are way too pretty to have no boyfriend. What do you mean? My boyfriend is in surgery with you. Wait, why are you smiling? Come back! What's going on?	You know, ma'am, you are way too pretty to have no boyfriend.	11	33	unknown	bold_statement	thirst_commentary	direct_address	0.7
523	How many times do I have to tell you to stop licking your balls? Mom, the dog's talking again.	How many times do I have to tell you to stop licking your balls?	9	19	unknown	bold_statement	thirst_commentary	sexual_tension|direct_address	0.7
524	Hey, I'm so glad we met. I've been saving up all week for this date. Oh no, that's okay. I'll pay. Oh, I'm not talking about money.	Hey, I'm so glad we met.	11	27	unknown	bold_statement	thirst_commentary		0.7
525	it's beginning to look a lot like christmas ah fucking love milk	it's beginning to look a lot like christmas ah fucking	11	12	unknown	bold_statement	thirst_commentary		0.7
526	Oh my god, what the fuck fucking crazy. Yeah, who closed last night? I don't know	Oh my god, what the fuck fucking crazy.	7	16	unknown	bold_statement	thirst_commentary		0.5
527	If you were sent this video, you are now Chinese. Send this video to somebody to instantly turn them Chinese.	If you were sent this video, you are now Chinese.	7	20	unknown	bold_statement	thirst_commentary	direct_address	0.5
528	Heavenly Father, we please ask that you bless this food we share here today as your goodness to us. Please bless those who prepared it and who serve it.	Heavenly Father, we please ask that you bless this food	12	29	unknown	bold_statement	thirst_commentary	direct_address	0.7
529	How guys eat Thanksgiving dinner. Wow, that was pretty good. How girls eat Thanksgiving dinner. Wow, that was pretty good. Now I'm going to start a fight with my man for no reason.	How guys eat Thanksgiving dinner.	12	33	unknown	bold_statement	thirst_commentary		0.7
530	What do you want for Christmas? I wish I had a dad. Ho, ho, ho. As you wish. Honey, mama's going trans.	What do you want for Christmas?	12	22	unknown	question	fantasy_desire	direct_address	0.7
531	And no, I didn't do anything. I knew it.	And no, I didn't do anything.	11	9	unknown	bold_statement	thirst_commentary		0.7
532	Stay right there, I have to take a picture. Okay, perfect. I just have to show Santa what I want.	Stay right there, I have to take a picture.	9	20	unknown	bold_statement	fantasy_desire		0.6
533	My biggest flex is that my boyfriend drives a Tesla. Yeah, that's probably because your boyfriend moans when he wipes his ass.	My biggest flex is that my boyfriend drives a Tesla.	9	22	unknown	bold_statement	thirst_commentary	sexual_tension|direct_address	0.7
534	I'm sorry, Daddy. I've been a really bad girl. Oh my God, how many times do I have to tell you? It's forgive me, Father, I have sinned.	I'm sorry, Daddy.	9	28	unknown	bold_statement	thirst_commentary	direct_address	0.6
535	This New Year's, imagine being able to tell your 10-year-old self that you never did get that grown-up wiener. It's still tiny.	This New Year's, imagine being able to tell your 10-year-old	8	22	unknown	bold_statement	thirst_commentary	direct_address	0.6
536	What would you say if I told you I was mentally retarded? There are 6 million mentally retarded Americans who need to be helped, who can't be helped, who's helping? The few, the proud, the Marines.	What would you say if I told you I was mentally retarded?	18	36	unknown	bold_statement	thirst_commentary	direct_address	0.7
537	Dad, I'm depressed. What? I have depression. Oh shit. So you're gay? What? No, I have depression. Okay, so you have some form of gayness. No, depression is like being sad and constantly being in the deep end. I've never heard of that word. My life issues are overwhelming. That's what I'm trying to say. Oh, okay. So you're a little bit gay and I support you either way. It's fine. Dude, I'm not gay. Do you know the English dictionary? I'm sad and I'm mad. Well, what the fuck, son? You gotta help me out, alright? I wasn't born in your time. Either you're gay or nothing's wrong with you. What the fuck? For real? I support you.	Dad, I'm depressed.	51	119	unknown	question	thirst_commentary	direct_address	0.5
538	does bleaching your asshole hurt? how do you do it? like, would i just go into my laundry room and pour like, that store-bought bleach on my ass? and what color is it gonna turn? it's not turning white, right? does it burn? does it go inside of my asshole?	does bleaching your asshole hurt?	16	50	unknown	question	thirst_commentary	direct_address	0.7
539	This weekend my bull and I found a gooner at a bar. I could smell it on him. We teased him, brought him home, made him jerk it. Well, we played in bed obviously. Best night of his life and a bonding experience for us.	This weekend my bull and I found a gooner at a bar.	13	45	unknown	bold_statement	thirst_commentary		0.7
540	Do you ever think about fucking a pregnant woman, and that if you get too deep, the baby's gonna start nibbling on your tip? That'd technically be like a blowjob or nah.	Do you ever think about fucking a pregnant woman, and that if you get too deep, the baby's gonna start nibbling on your tip?	10	32	unknown	question	thirst_commentary	relatability|direct_address	0.9
541	If I tell you to kiss my lips and you ask me which one You don't even know You're stuck with me. We're getting married. I'm locking you in my basement. I'm keeping you all to myself because How do you know that? Why'd you respond correctly like I was just asking you to give me a kiss, but you want which ones? You got options Throw me on the bed and start kissing my lips	If I tell you to kiss my lips and you	33	76	unknown	bold_statement	fantasy_desire	direct_address	0.5
542	Life is too short flash that man just Sean Sean Surprise	Life is too short flash that man just Sean Sean	11	11	unknown	bold_statement	thirst_commentary		0.7
543	sometimes i wish my boobs were filled with gatorade instead of milk so that mid-fuck my man can just refuel	sometimes i wish my boobs were filled with gatorade instead	6	20	unknown	bold_statement	thirst_commentary		0.5
544	do you think people have, like, anal bead tug-o-wars? like you put one end of the anal beads in someone's ass, and then one in the other- that's gotta be like a kink! and then like, when one person pulls it out of the other person's ass, shit just explodes everywhere	do you think people have, like, anal bead tug-o-wars?	13	51	unknown	bold_statement	thirst_commentary	direct_address	0.8
545	A little titty sucking would never hurt our friendship.	A little titty sucking would never hurt our friendship.	7	9	unknown	bold_statement	thirst_commentary	sexual_tension	0.5
546	Come here, Greeno. You want to be a good boy? You listen to mummy. You're going to obey me, aren't you? You're such a good slave.	Come here, Greeno.	7	26	unknown	roleplay	praise_dynamic	dominance|praise|direct_address	0.7
547	a guy who will literally go down on you and for his pleasure in this world that's like a unicorn rare rare so if you have one like that or you know someone or you're doing that with someone or like you know you have a unicorn keep him marry him and don't let go of him because that's rare that's really rare that you find one of those because	a guy who will literally go down on you and	28	70	unknown	bold_statement	thirst_commentary	direct_address	0.5
548	now i feel like if dick size was as obvious as boob size, a lot more men would just shut the fuck up	now i feel like if dick size was as obvious	7	23	unknown	bold_statement	thirst_commentary		0.5
549	If your girl is not obsessed with you, she don't even like you. Like she literally don't message you at all. And if she has a celeb crush, she def don't like you. That is not your bitch. That is not your bitch.	If your girl is not obsessed with you, she don't even like you.	17	43	unknown	challenge	thirst_commentary	challenge|direct_address	0.8
550	A little quickie, a couple back shots as friends is not gonna hurt our friendship. You help me, I help you. It's nothing crazy. We're just helping each other out, you know? It'll only be weird if you make it weird, because I know I'm not gonna make it weird. So, it's not on me. It's on you. But, you know, if we're cool and we're chill like that, you know, we can do a little quickie from time to time. Like, not that serious.	A little quickie, a couple back shots as friends is not gonna hurt our friendship.	27	85	unknown	bold_statement	thirst_commentary	sexual_tension|direct_address	0.6
551	I'm the type of girlfriend that if I know you're out in public I'm gonna send you 14, 15 pictures of my full spread out you know just to rile you up just cuz I know you're out just so I can get you to turn around and come back home.	I'm the type of girlfriend that if I know you're	26	51	unknown	relatable	thirst_commentary	direct_address	0.6
552	Bouncing on it once or twice is not gonna ruin a friendship. It's not. If anything, we'll be more connected. We'll have a deeper friendship. But remember, only once or twice. Just cause you're the homie. Just cause. Unless you're fucking with it and want more than... Fuck it. Fuck it.	Bouncing on it once or twice is not gonna ruin a friendship.	26	51	unknown	bold_statement	fantasy_desire	direct_address	0.5
553	you guys ever shitting and the poop is just kind of like stuck in the hole like it won't really come out like it's halfway out already so you kind of got to hit that emo and spread your ass cheeks a little you put your phone down and just spread them with both hands does it slide out easier	you guys ever shitting and the poop is just kind	15	60	unknown	bold_statement	thirst_commentary	direct_address	0.7
554	i take pulling out as a personal offense because i worked for that i literally worked for that i worked for that to happen so if like do you think i'm not good enough or something for that for the load that i worked for and this has this has nothing to do with kids it's like i worked for that so i don't understand like i'm offended i'm offended i'm offended	i take pulling out as a personal offense	28	72	unknown	bold_statement	thirst_commentary	direct_address	0.5
555	i shoved an ethernet cable up my ass, do you think it could stream pornhub directly to my brain? like the second my pussy gets wet, it just starts streaming EVERY SINGLE VIDEO	i shoved an ethernet cable up my ass, do you think it could stream pornhub directly to my brain?	11	33	unknown	bold_statement	thirst_commentary	direct_address	0.7
556	if i hear one more man say i was born in the wrong generation i'm going to cry okay you were born in the same generation as white monster and goth girls	if i hear one more man say i was born	11	32	unknown	bold_statement	thirst_commentary	direct_address	0.7
557	My g-string is so far up my cooch, I can feel it flossing it. I'm feeling a breeze in places I should never feel a breeze. Ever. Instead of a g-string, it should just be called cooch floss, because that's all it's doing.	My g-string is so far up my cooch, I can feel it flossing it.	12	43	unknown	bold_statement	thirst_commentary		0.7
558	What's it called when a guy nuts in your throat, and you know, you just keep that shit in there, and when you go to kiss him next time, you just spit it back out? The chef has to taste his food.	What's it called when a guy nuts in your throat,	10	42	unknown	question	thirst_commentary	direct_address	0.7
559	do you guys think there's people that have like a racism kink? you think they'd be doing slave master role plays? like they like being called the hard r unironically? because i swear to god i've seen shit like that on the hub i don't know	do you guys think there's people that have like a racism kink?	13	46	unknown	bold_statement	thirst_commentary	direct_address	0.8
560	She sits on your face, she legally owns you, okay? That's what we call squatters' rights.	She sits on your face, she legally owns you, okay?	8	16	unknown	question	thirst_commentary	direct_address	0.6
561	hate when i hit my man in public and then some girl starts like looking at him like he's like in danger or some shit like nah that man's fucking hard	hate when i hit my man in public and then	8	31	unknown	relatable	relatable_rant		0.6
562	I just switched the color of my hair. Blondie, I got these blondies tryna set me, she go blind, yeah, she.	I just switched the color of my hair.	9	21	unknown	bold_statement	thirst_commentary		0.6
563	You know those motherfuckers that are dating someone that's like 6'5 and they're literally 4'11? You know that bitch is getting that shit destroyed nightly. Shit probably looks like the chum bucket when he's finished with it.	You know those motherfuckers that are dating someone that's like 6'5 and they're literally 4'11?	11	37	unknown	bold_statement	thirst_commentary	direct_address	0.7
564	If it's late at night, and you wake up in the middle of the night, and you tell me you're fucking hungry, or you're starving, or like, you need a snack Boom. Panties off. Draws dropped. Draws done disappeared. I'm pushing your head down there. And you gon' eat. You gon' eat. Cause one thing I'm not gonna let you do is go to sleep starving. Or wake up starving. Nah baby. You gon' eat. But you gon' eat real good. Ima tell you that right now.	If it's late at night, and you wake up in	35	87	unknown	bold_statement	thirst_commentary	sexual_tension|direct_address	0.6
565	Have you ever met a guy with such pretty eyes and nice arms and a low voice and you just forget how to flirt so you hit him with the	Have you ever met a guy with such pretty eyes	11	30	unknown	question	thirst_commentary	relatability|direct_address	0.8
566	When you approach any nerdy guy, his type is going to be one of these two things. It's either going to be a girl who looks like she's going to eat your soul, or it's going to be Pedro Pascal.	When you approach any nerdy guy, his type is going	10	40	unknown	bold_statement	thirst_commentary	direct_address	0.7
567	Masturbation is a form of witchcraft. I don't wish it, but it ain't. We love casting spells.	Masturbation is a form of witchcraft.	9	17	unknown	bold_statement	thirst_commentary		0.6
568	is this a space used to say that i watched minecraft porn? specifically the video where jenny was being fucked, like, by the warden? or should i be sharing this with, like, my therapist or something?	is this a space used to say that i watched minecraft porn?	11	36	unknown	bold_statement	thirst_commentary		0.7
569	You wanna be a good boyfriend with me? I thought so. Then repeat after me. I am a good boy. I belong to Bat Baby. That's my good boy.	You wanna be a good boyfriend with me?	13	29	unknown	question	praise_dynamic	dominance|praise|direct_address	0.9
570	How many shots would it take for me to get with my best friends as men? Okay, first we have Cammie as a woman, we have Cammie as a man. He looks Mormon, I don't know how to put it, too short of hair, nice smile. I would have to say probably like eight shots to be safe. So we have Riley as a woman and Riley as a man. He looks like a surfer guy, like a hippie almost, not really into that, kind of looks like he would smell bad, I don't know why. Six shots? He has nice hair. We have Kyla as a woman, looks like a lumberjack, like he lives out in a cabin. I would have to say maybe like four shots. I'm going to throw myself in there for fun. I look like a fucking twink, blacked out, I'd have to be blacked out.	How many shots would it take for me to get with my best friends as men?	60	151	unknown	bold_statement	thirst_commentary	sexual_tension	0.5
571	You guys ever be like giving head to some guy and he hasn't shaved down there in like a while I mean like a minute and then after you're just coughing up hairballs like a fucking cat	You guys ever be like giving head to some guy	11	37	unknown	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
572	I want to see how cooked you are. Ready? 5, 4, 3, 2, 1. What was the tattoo on my hand?	I want to see how cooked you are.	19	21	unknown	question	fantasy_desire	direct_address	0.7
573	have you guys ever been masturbating but like middle of it you realize you're really not in the mood but you kind of just finish the job anyways and then after post-nick clarity hits and you realize you just fucking raped yourself	have you guys ever been masturbating but like middle of	10	42	unknown	bold_statement	thirst_commentary	direct_address	0.7
574	Hey, would you rather poop when you cum or cum when you poop?	Hey, would you rather poop when you cum or cum when you poop?	7	13	unknown	bold_statement	thirst_commentary	direct_address	0.5
575	sometimes i'd be shaving my beef, and like, i just think i'm gonna cut that shit clean off one day like, make it a lil sandwich	sometimes i'd be shaving my beef, and like, i just	8	26	unknown	bold_statement	thirst_commentary		0.6
576	Doctor Doom, Actor Doom, Couture Doom, Toy Doom, Boy Doom, Ugh Doom, Doom, Oom, Um, Mm.	Doctor Doom, Actor Doom, Couture Doom, Toy Doom, Boy Doom,	24	16	unknown	bold_statement	thirst_commentary		0.6
577	you guys ever have those shits where it's like you finish shitting, you think you're done you go, you go do your thing and then five minutes later, you gotta fucking shit yourself again? i'm in that situation right now i don't know how much longer i can hold it in cuz my butthole's on fire now, like i'm clenching my cheeks	you guys ever have those shits where it's like you	18	62	unknown	bold_statement	thirst_commentary	direct_address	0.7
578	can a man cry mid-pegging session because it hurts? so you just fuckin' lowkey use his tears as lube?	can a man cry mid-pegging session because it hurts?	7	19	unknown	bold_statement	thirst_commentary	direct_address	0.5
579	If it slips in while we're cuddling, you better not take it out, because sometimes things just need to happen. And I think the universe is trying to tell us something. So, if we're cuddling and it slips in, again, don't take it out.	If it slips in while we're cuddling, you better not take it out,	18	44	unknown	bold_statement	thirst_commentary	direct_address	0.7
580	everyone will meet us when we're about to and before you you why in the most pg way explains me why because there's gotta be a reason	everyone will meet us when we're about to and before	18	27	unknown	bold_statement	thirst_commentary	direct_address	0.7
581	Literally just sit on his face full weight down He'll be fine He knows the risk Men are durable men are strong and they'll persevere and if it's his last dying breath underneath your thighs That's literally heaven for him	Literally just sit on his face full weight down He'll	27	40	unknown	bold_statement	thirst_commentary	direct_address	0.5
582	i don't get how some men are so scared of touching a fucking receipt, but have no problem getting their ass eaten they're getting that shit eaten buffet style	i don't get how some men are so scared of	10	29	unknown	bold_statement	thirst_commentary		0.7
583	let me put you guys the fuck on a game hentai hitler now, don't go thinking this is some nazi game it's not it's better you get to play as a hentai girl with big ass titties and you get to kill the nazis swear to god, this is the best fps game i've ever fucking played especially since like all the germans are just like you can hear where they are because they're like oh hitler like they're- like that's all they say	let me put you guys the fuck on a game	26	84	unknown	bold_statement	thirst_commentary	direct_address	0.5
584	Do not date a man who loves wrestling if your love language is not physical touch. And I am not talking about neck kisses. I'm saying be prepared to be Batista-bombed at any given moment.	Do not date a man who loves wrestling if your	12	35	unknown	advice	advice_tip	challenge|direct_address	0.8
585	Think if you ate someone's ass and they didn't wipe, and you came back up, you would have, like, a shit mustache? You know how, like, when you drink milk, you get, like, a milk mustache? Is that the same effect?	Think if you ate someone's ass and they didn't wipe, and you came back up, you would have, like, a shit mustache?	10	41	unknown	bold_statement	thirst_commentary	direct_address	0.7
586	okay since i have roommates now, wouldn't like an orgy theoretically be the best way to get to know your roommates better? i mean you're really breaking the ice on that one. i mean hey. you see all of it. you see all up in that shit	okay since i have roommates now, wouldn't like an orgy theoretically be the best way to get to know your roommates better?	16	47	unknown	bold_statement	thirst_commentary	direct_address	0.7
587	If he kisses you on the lips after having his lips down there, the only thing I can tell you to do is marry him. Fucking marry him.	If he kisses you on the lips after having his	13	28	unknown	bold_statement	thirst_commentary	direct_address	0.7
588	Instead of anal beads, they made like projectable eggs. Like instead of putting anal beads up your ass, you just shove like these chicken eggs up your ass and then you can like lay them later.	Instead of anal beads, they made like projectable eggs.	11	36	unknown	bold_statement	thirst_commentary	direct_address	0.7
589	If I walk up the stairs in front of you and you don't give it a little slap or a little wub wub, I'm automatically gonna be offended. Like, do you hate me or something? Because why are we not doing that? If that literally happens, we better turn around and try it again because you're not gonna do me like that.	If I walk up the stairs in front of you	25	62	unknown	bold_statement	thirst_commentary	direct_address	0.6
590	Oh, made you not. Everyone's going nuts this holiday season for our Pierce Your Pussy event at Claire's. Slay your way into a Claire's where we'll pierce you and your daughter's clitoral hood.	Oh, made you not.	11	33	unknown	bold_statement	thirst_commentary	direct_address	0.7
591	I'm really curious, who'd be like, gooning to me? Like, what kind of person are you? Like, me? Me? I'm flattered. I'm flattered.	I'm really curious, who'd be like, gooning to me?	16	23	unknown	question	thirst_commentary	direct_address	0.7
592	To give better head you need to be practicing on your friends because who else is gonna tell you the truth besides your homies and If they're your real friends, they'll finish down your throat so you can practice keeping it in	To give better head you need to be practicing on your friends	14	42	unknown	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
593	If you don't let your man put a thumb in it while he's fucking you, you don't love him. Matter of fact, he should be able to put his whole fucking fist up there just to prove that you're not cheating on him. Stay safe out there.	If you don't let your man put a thumb in	12	47	unknown	bold_statement	thirst_commentary	direct_address	0.7
594	I don't mind a racist joke, okay. However, this wasn't funny at all. You know one time someone said the bean flicking the bean. That shit, that was funny. You, sir, are just stupid. Racist and not funny. You can't, you gotta, if you're gonna be racist at least be funny. I don't, I don't know.	I don't mind a racist joke, okay.	21	56	unknown	bold_statement	thirst_commentary	sexual_tension|direct_address	0.7
595	I'm actually too busy making money. So, you know, that's why I can afford her to come three times a week. You know, I'm just too fucking busy making money. Who has time to fucking clean when I'm just making so much money?	I'm actually too busy making money.	19	43	unknown	bold_statement	thirst_commentary	direct_address	0.6
596	My cleaning lady just left, okay, and while she was here, I was working on the couch over there, and she was at my desk over there, like, organizing, right? She puts this on the table, on the desk. Okay, I look up, she goes, SPECIAL FRIEND, EXCUSE ME? GET THE- GET THE FUCK- YOU'RE FIRED. YOU'RE FIRED. GET OUT.	My cleaning lady just left, okay	27	60	unknown	bold_statement	thirst_commentary	direct_address	0.5
597	I've been a little bit sad, which is why I've been, you know, neglecting, neglecting y'all, um, here's my apology. That's all I got.	I've been a little bit sad, which is why I've been, you know	21	24	unknown	bold_statement	thirst_commentary	direct_address	0.6
598	I love meeting an inexperienced man who listens very well but is also bratty, okay? I don't know how to explain it but it works, all right? Like I just love watching him pretend to dominate me and I'm just like letting him do it and he's just so cute because he's trying so hard and it's like, oh my god you're doing such a good job, like mommy's so proud, you know? And it's like, give him a few minutes and then take over, you know?	I love meeting an inexperienced man who listens very well but is also bratty, okay?	31	87	unknown	bold_statement	thirst_commentary	direct_address	0.5
599	i gotta give credit where it's due, okay? the first time i ever, like, came from head was- was by a skinny guy and i'm not even shitting you, and i'm not even trying to be funny when i say this, that the motherfucker looked malnourished okay, like, he- he was vegan and he wasn't eating, like, he wouldn't eat, like, and he was poor so it's like, you're poor, you're vegan, you're malnourished, yeah, your fucking life depends on the nutrients of my body, okay? like, so, i mean, i- i gotta give some credit to the skinny ones	i gotta give credit where it's due, okay?	31	100	unknown	question	thirst_commentary	sexual_tension|direct_address	0.6
600	I could definitely shove that shit up my ass. You know what I'm talking about? That one.	I could definitely shove that shit up my ass.	6	17	unknown	bold_statement	thirst_commentary	direct_address	0.5
601	I'm really feeling like Five Guys right now. Right now? Yeah. Yes, I'm so down. Okay, alright. Yeah, let's do that. Okay, do you know what you want? I think I'm gonna do the Cajun fries and a peanut butter milkshake. This is not what I wanted. You said you wanted Five Guys. Five Guys at once. You know? I thought you meant like Five Guys right now, like... Not the burgers. Uh...	I'm really feeling like Five Guys right now.	26	73	unknown	bold_statement	fantasy_desire	direct_address	0.5
602	My ex filmed a video of me taking shots from the back once, back when I didn't have any tattoos, so I wasn't recognizable, okay? And it's been years since that video, and I still use that video to, like, play with myself, right? Come to find out, it was never me. That- that was another woman in the video. **kisses** **takes deep breath** Mmmmm. She looks fucking good though, I'm not gonna lie, and I'm still gonna use it.	My ex filmed a video of me taking shots from the back once, back when I didn't have any tattoos, so I wasn't recognizable, okay?	35	80	unknown	bold_statement	thirst_commentary	sexual_tension	0.5
603	oh you're so fucking sorry? you're sorry? fuck me then apologize while you're inside it then i don't want a fucking paragraph about how sorry you are and how you're gonna change we both know that's not gonna happen fuck me	oh you're so fucking sorry?	17	41	unknown	question	fantasy_desire	direct_address	0.7
604	She a baddie, she showin' her panty She shake it like jelly Hunnid bands of Chanel-y But I'm still shakin' ass in the deli	She a baddie, she showin' her panty She shake it	8	24	unknown	bold_statement	thirst_commentary		0.6
605	yes you can, okay? i didn't know about it you know, and the whole point of, like, being a cuck is that, like, i know about it, or i'm, like, present um, you absolutely can, and i did not know about it, nor was i present um, and he was also lying, saying that he wasn't doing anything, like, what? you absolutely can and also, it's like- it's like saying, like, you can't sexually assault someone who has a cnc kink you can't! you don't consent in conversations, like, what? you're dangerous	yes you can, okay?	34	92	unknown	question	thirst_commentary	direct_address	0.5
606	Went shopping today. I got a lot of stuff, but these are my favorite pieces this hat What? this jacket Are you kidding me? It's so cute. It's so cute. I don't know. I want to add some stuff to it This belt this is a belt, but I'm gonna use it as a skirt these boots. It's giving Tomb Raider I Look cool in this fit, okay	Went shopping today.	31	68	unknown	bold_statement	fantasy_desire	direct_address	0.5
